DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,actualclass,predictedclass, predicted, error, probability distribution,inst#
20002,379371,49,389237,20002,49,19.4599,49834419,bad,bad,   0     *1    ,,,302
20002,379371,49,389237,20002,49,19.4599,43373442,bad,bad,   0     *1    ,,,303
20002,379371,49,389237,20002,49,19.4599,26415432,good,good,  *0.709  0.291,,,304
20002,379371,49,389237,20002,49,19.4599,90197665,bad,bad,   0     *1    ,,,305
20002,379371,49,389237,20002,49,19.4599,80361466,bad,bad,   0     *1    ,,,306
20002,424709,49,433447,20002,49,21.6702,44526267,bad,bad,   0     *1    ,,,307
20002,424709,49,433447,20002,49,21.6702,8793453,bad,bad,   0     *1    ,,,308
20002,424709,49,433447,20002,49,21.6702,29030070,bad,bad,   0.001 *0.999,,,309
20002,424709,49,433447,20002,49,21.6702,13323659,bad,bad,   0.001 *0.999,,,310
20002,4.29E+11,101000000,4.29E+11,20002,101000000,21500000,59072882,bad,bad,   0     *1    ,,,311
20002,4.29E+11,101000000,4.29E+11,20002,101000000,21500000,36025722,bad,bad,   0.009 *0.991,,,312
20002,4.29E+11,101000000,4.29E+11,20002,101000000,21500000,8793453,bad,bad,   0     *1    ,,,313
20002,4.29E+11,101000000,4.29E+11,20002,101000000,21500000,13323659,bad,bad,   0.001 *0.999,,,314
20002,4.29E+11,101000000,4.29E+11,20002,101000000,21500000,69654761,bad,bad,   0     *1    ,,,315
20002,4.29E+11,101000000,4.29E+11,20002,101000000,21500000,80361466,bad,bad,   0     *1    ,,,316
20002,6.11E+11,103000000,6.11E+11,20002,103000000,30600000,29030070,bad,bad,   0.009 *0.991,,,317
20002,6.11E+11,103000000,6.11E+11,20002,103000000,30600000,26415434,bad,bad,   0     *1    ,,,318
20002,6.11E+11,103000000,6.11E+11,20002,103000000,30600000,26415432,bad,bad,   0     *1    ,,,319
20002,6.11E+11,103000000,6.11E+11,20002,103000000,30600000,45869640,good,good,  *0.932  0.068,,,320
20002,6.11E+11,103000000,6.11E+11,20002,103000000,30600000,80361466,bad,bad,   0     *1    ,,,321
20002,6.11E+11,103000000,6.11E+11,20002,103000000,30600000,80361467,bad,bad,   0     *1    ,,,322
32653.9,52530.1,3,62090.1,42592,3,1.45779,75830645,good,good,  *0.786  0.214,,,323
32653.9,52530.1,3,62090.1,42592,3,1.45779,81986705,bad,bad,   0     *1    ,,,324
32653.9,52530.1,3,62090.1,42592,3,1.45779,69654761,bad,bad,   0     *1    ,,,325
32653.9,52530.1,3,62090.1,42592,3,1.45779,90197665,bad,bad,   0     *1    ,,,326
32653.9,52530.1,3,62090.1,42592,3,1.45779,19932324,bad,bad,   0     *1    ,,,327
32653.9,52530.1,3,62090.1,42592,3,1.45779,80361466,bad,bad,   0     *1    ,,,328
20002,1310000,247,1320000,20002,247,65.9281,59072882,bad,bad,   0     *1    ,,,329
20002,1310000,247,1320000,20002,247,65.9281,32168838,bad,bad,   0.008 *0.992,,,330
20002,1310000,247,1320000,20002,247,65.9281,69654761,bad,bad,   0     *1    ,,,331
20002,1310000,247,1320000,20002,247,65.9281,90197665,bad,bad,   0     *1    ,,,332
20002,1310000,247,1320000,20002,247,65.9281,80361467,bad,bad,   0     *1    ,,,333
20002,532053,87,543370,20002,87,27.1658,43373442,bad,bad,   0     *1    ,,,334
20002,532053,87,543370,20002,87,27.1658,5890862,bad,bad,   0     *1    ,,,335
20002,532053,87,543370,20002,87,27.1658,29030070,bad,bad,   0.001 *0.999,,,336
20002,532053,87,543370,20002,87,27.1658,80361466,bad,bad,   0     *1    ,,,337
8667.53,493383,133,499118,20002,135,24.9534,59072882,bad,bad,   0     *1    ,,,338
8667.53,493383,133,499118,20002,135,24.9534,44526267,bad,bad,   0     *1    ,,,339
8667.53,493383,133,499118,20002,135,24.9534,32168838,bad,bad,   0.008 *0.992,,,340
8667.53,493383,133,499118,20002,135,24.9534,80361466,bad,bad,   0     *1    ,,,341
20002,1740000,247,1750000,20002,247,87.3606,59072881,bad,bad,   0     *1    ,,,342
20002,1740000,247,1750000,20002,247,87.3606,5890862,bad,bad,   0     *1    ,,,343
20002,1740000,247,1750000,20002,247,87.3606,26415434,good,good,  *0.697  0.303,,,344
20002,1740000,247,1750000,20002,247,87.3606,26415432,good,good,  *0.709  0.291,,,345
20002,1740000,247,1750000,20002,247,87.3606,69654761,bad,bad,   0     *1    ,,,346
20002,1740000,247,1750000,20002,247,87.3606,32874609,bad,bad,   0     *1    ,,,347
20002,1740000,247,1750000,20002,247,87.3606,80361466,bad,bad,   0     *1    ,,,348
21786,4050000,558,4050000,21786,463,185.762,90197667,bad,bad,   0     *1    ,,,349
21786,4050000,558,4050000,21786,463,185.762,44526267,bad,bad,   0     *1    ,,,350
21786,4050000,558,4050000,21786,463,185.762,32168838,bad,bad,   0.008 *0.992,,,351
21786,4050000,558,4050000,21786,463,185.762,5890862,bad,bad,   0     *1    ,,,352
21786,4050000,558,4050000,21786,463,185.762,26415434,bad,bad,   0     *1    ,,,353
21786,4050000,558,4050000,21786,463,185.762,1216556,bad,bad,   0     *1    ,,,354
20002,381371,48,391259,20002,48,19.561,59072882,bad,bad,   0     *1    ,,,355
20002,381371,48,391259,20002,48,19.561,32168838,bad,bad,   0.008 *0.992,,,356
20002,381371,48,391259,20002,48,19.561,26415434,good,good,  *0.697  0.303,,,357
20002,381371,48,391259,20002,48,19.561,13323659,bad,bad,   0.001 *0.999,,,358
20002,381371,48,391259,20002,48,19.561,29553942,bad,bad,   0     *1    ,,,359
20002,381371,48,391259,20002,48,19.561,32874609,bad,bad,   0     *1    ,,,360
20002,381371,48,391259,20002,48,19.561,75830647,good,good,  *0.791  0.209,,,361
20002,379371,49,389170,20002,49,19.4566,44526267,bad,bad,   0     *1    ,,,362
20002,379371,49,389170,20002,49,19.4566,43373442,bad,bad,   0     *1    ,,,363
20002,379371,49,389170,20002,49,19.4566,13323659,bad,bad,   0.001 *0.999,,,364
20002,379371,49,389170,20002,49,19.4566,81986705,bad,bad,   0     *1    ,,,365
20002,379371,49,389170,20002,49,19.4566,75830647,bad,good,  *0.791  0.209,,,366
21552,3020000,558,3030000,21552,416,140.425,44526267,bad,bad,   0     *1    ,,,367
21552,3020000,558,3030000,21552,416,140.425,8793453,bad,bad,   0     *1    ,,,368
21552,3020000,558,3030000,21552,416,140.425,32168839,bad,bad,   0.008 *0.992,,,369
21552,3020000,558,3030000,21552,416,140.425,29030070,bad,bad,   0.001 *0.999,,,370
21552,3020000,558,3030000,21552,416,140.425,29553942,bad,bad,   0     *1    ,,,371
20002,4.51E+11,101000000,4.51E+11,20002,101000000,22600000,29030070,bad,bad,   0.009 *0.991,,,372
20002,4.51E+11,101000000,4.51E+11,20002,101000000,22600000,26415434,bad,bad,   0     *1    ,,,373
20002,4.51E+11,101000000,4.51E+11,20002,101000000,22600000,45869640,good,good,  *0.932  0.068,,,374
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,43373442,bad,bad,   0     *1    ,,,375
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,29030070,bad,bad,   0.009 *0.991,,,376
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,26415434,bad,bad,   0     *1    ,,,377
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,75830645,good,good,  *0.786  0.214,,,378
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,81986705,bad,bad,   0     *1    ,,,379
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,69654761,bad,bad,   0     *1    ,,,380
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,32874609,bad,bad,   0     *1    ,,,381
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,80361467,bad,bad,   0     *1    ,,,382
20002,5.24E+11,100000000,5.24E+11,20002,100000000,26200000,1216556,bad,bad,   0     *1    ,,,383
20002,424709,49,433353,20002,49,21.6655,90197667,bad,bad,   0     *1    ,,,384
20002,424709,49,433353,20002,49,21.6655,45869640,good,good,  *0.932  0.068,,,385
20002,424709,49,433353,20002,49,21.6655,69654761,bad,bad,   0     *1    ,,,386
20002,424709,49,433353,20002,49,21.6655,19932324,bad,bad,   0     *1    ,,,387
20002,424709,49,433353,20002,49,21.6655,80361466,bad,bad,   0     *1    ,,,388
20002,356702,51,368855,20002,51,18.4409,43373442,bad,bad,   0     *1    ,,,389
20002,356702,51,368855,20002,51,18.4409,29030070,bad,bad,   0.001 *0.999,,,390
20002,356702,51,368855,20002,51,18.4409,75830645,bad,good,  *0.786  0.214,,,391
20002,356702,51,368855,20002,51,18.4409,69654761,bad,bad,   0     *1    ,,,392
20002,356702,51,368855,20002,51,18.4409,1216556,bad,bad,   0     *1    ,,,393
20001,1660000,100,1680000,20001,100,83.8642,59072882,bad,bad,   0     *1    ,,,394
20001,1660000,100,1680000,20001,100,83.8642,59072881,bad,bad,   0     *1    ,,,395
20001,1660000,100,1680000,20001,100,83.8642,36025722,bad,bad,   0.009 *0.991,,,396
20001,1660000,100,1680000,20001,100,83.8642,44526267,bad,bad,   0     *1    ,,,397
20001,1660000,100,1680000,20001,100,83.8642,32168839,bad,bad,   0.008 *0.992,,,398
20001,1660000,100,1680000,20001,100,83.8642,5890862,bad,bad,   0     *1    ,,,399
20001,1660000,100,1680000,20001,100,83.8642,26415432,bad,bad,   0.003 *0.997,,,400
20001,1660000,100,1680000,20001,100,83.8642,75830645,good,good,  *0.786  0.214,,,401
20001,1660000,100,1680000,20001,100,83.8642,81986705,bad,bad,   0     *1    ,,,402
20001,1660000,100,1680000,20001,100,83.8642,80361466,bad,bad,   0     *1    ,,,403
28000,38666.7,20,52026.9,40000,3,1.30067,59072881,bad,bad,   0     *1    ,,,404
28000,38666.7,20,52026.9,40000,3,1.30067,32168838,bad,bad,   0.008 *0.992,,,405
28000,38666.7,20,52026.9,40000,3,1.30067,43373442,bad,bad,   0     *1    ,,,406
28000,38666.7,20,52026.9,40000,3,1.30067,29030070,bad,bad,   0.001 *0.999,,,407
28000,38666.7,20,52026.9,40000,3,1.30067,26415432,bad,bad,   0.004 *0.996,,,408
28000,38666.7,20,52026.9,40000,3,1.30067,13323659,bad,bad,   0.001 *0.999,,,409
28000,38666.7,20,52026.9,40000,3,1.30067,75830645,good,good,  *0.786  0.214,,,410
28000,38666.7,20,52026.9,40000,3,1.30067,19932324,bad,bad,   0     *1    ,,,411
28000,38666.7,20,52026.9,40000,3,1.30067,75830647,good,good,  *0.791  0.209,,,412
20002,3.98E+11,102000000,3.98E+11,20002,102000000,19900000,59072882,bad,bad,   0     *1    ,,,413
20002,3.98E+11,102000000,3.98E+11,20002,102000000,19900000,29030070,bad,bad,   0.009 *0.991,,,414
20002,3.98E+11,102000000,3.98E+11,20002,102000000,19900000,32874609,bad,bad,   0     *1    ,,,415
20002,3.98E+11,102000000,3.98E+11,20002,102000000,19900000,80361466,bad,bad,   0     *1    ,,,416
20002,3.98E+11,102000000,3.98E+11,20002,102000000,19900000,1216556,bad,bad,   0     *1    ,,,417
8840.87,252305,99,259286,20402,94,12.7088,36025722,bad,bad,   0.009 *0.991,,,418
8840.87,252305,99,259286,20402,94,12.7088,32168839,bad,bad,   0.008 *0.992,,,419
8840.87,252305,99,259286,20402,94,12.7088,32168838,bad,bad,   0.008 *0.992,,,420
8840.87,252305,99,259286,20402,94,12.7088,29030070,bad,bad,   0     *1    ,,,421
8840.87,252305,99,259286,20402,94,12.7088,75830645,good,good,  *0.786  0.214,,,422
20002,775411,86,788379,20002,86,39.415,43373442,bad,bad,   0     *1    ,,,423
20002,775411,86,788379,20002,86,39.415,81986705,bad,bad,   0     *1    ,,,424
20002,775411,86,788379,20002,86,39.415,29553942,bad,bad,   0     *1    ,,,425
20002,775411,86,788379,20002,86,39.415,69654761,bad,bad,   0     *1    ,,,426
20002,775411,86,788379,20002,86,39.415,1216556,bad,bad,   0     *1    ,,,427
20164,1740000,399,1750000,20164,299,86.9914,90197667,bad,bad,   0     *1    ,,,428
20164,1740000,399,1750000,20164,299,86.9914,59072881,bad,bad,   0     *1    ,,,429
20164,1740000,399,1750000,20164,299,86.9914,32168838,bad,bad,   0.008 *0.992,,,430
20164,1740000,399,1750000,20164,299,86.9914,80361467,bad,bad,   0     *1    ,,,431
20164,1740000,399,1750000,20164,299,86.9914,85490470,bad,bad,   0     *1    ,,,432
20002,696736,86,709768,20002,86,35.4848,90197667,bad,bad,   0     *1    ,,,433
20002,696736,86,709768,20002,86,35.4848,53302993,bad,bad,   0.002 *0.998,,,434
20002,696736,86,709768,20002,86,35.4848,43373442,bad,bad,   0     *1    ,,,435
20002,696736,86,709768,20002,86,35.4848,29030070,bad,bad,   0.001 *0.999,,,436
20002,696736,86,709768,20002,86,35.4848,69654761,bad,bad,   0     *1    ,,,437
20002,696736,86,709768,20002,86,35.4848,90197665,bad,bad,   0     *1    ,,,438
20002,696736,86,709768,20002,86,35.4848,75830647,good,good,  *0.791  0.209,,,439
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,90197667,bad,bad,   0     *1    ,,,440
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,36025722,bad,bad,   0.009 *0.991,,,441
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,26415432,bad,bad,   0     *1    ,,,442
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,81986705,bad,bad,   0     *1    ,,,443
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,32874609,bad,bad,   0     *1    ,,,444
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,19932324,bad,bad,   0     *1    ,,,445
20002,5.67E+11,101000000,5.67E+11,20002,100000000,28300000,75830647,good,good,  *0.791  0.209,,,446
20002,1740000,247,1750000,20002,247,87.4886,59072881,bad,bad,   0     *1    ,,,447
20002,1740000,247,1750000,20002,247,87.4886,53302993,bad,bad,   0.002 *0.998,,,448
20002,1740000,247,1750000,20002,247,87.4886,45869640,good,good,  *0.932  0.068,,,449
20002,1740000,247,1750000,20002,247,87.4886,75830645,good,good,  *0.786  0.214,,,450
20002,1740000,247,1750000,20002,247,87.4886,81986705,bad,bad,   0     *1    ,,,451
20002,1740000,247,1750000,20002,247,87.4886,32874609,bad,bad,   0     *1    ,,,452
20002,1520000,247,1530000,20002,247,76.6799,90197667,bad,bad,   0     *1    ,,,453
20002,1520000,247,1530000,20002,247,76.6799,53302993,bad,bad,   0.002 *0.998,,,454
20002,1520000,247,1530000,20002,247,76.6799,32168838,bad,bad,   0.008 *0.992,,,455
20002,1520000,247,1530000,20002,247,76.6799,26415434,good,good,  *0.697  0.303,,,456
20002,1520000,247,1530000,20002,247,76.6799,45869640,good,good,  *0.932  0.068,,,457
20002,1520000,247,1540000,20002,247,76.8035,45869640,good,good,  *0.932  0.068,,,458
20002,1520000,247,1540000,20002,247,76.8035,19932324,bad,bad,   0     *1    ,,,459
20002,1520000,247,1540000,20002,247,76.8035,80361466,bad,bad,   0     *1    ,,,460
20002,5.71E+11,102000000,5.71E+11,20002,102000000,28500000,44526267,bad,bad,   0     *1    ,,,461
20002,5.71E+11,102000000,5.71E+11,20002,102000000,28500000,45869640,good,good,  *0.932  0.068,,,462
20002,5.71E+11,102000000,5.71E+11,20002,102000000,28500000,90197665,bad,bad,   0     *1    ,,,463
20002,5.71E+11,102000000,5.71E+11,20002,102000000,28500000,1216556,bad,bad,   0     *1    ,,,464
20002,334700,48,346109,20002,48,17.3037,45869640,good,good,  *0.932  0.068,,,465
20002,334700,48,346109,20002,48,17.3037,75830645,good,good,  *0.786  0.214,,,466
20002,334700,48,346109,20002,48,17.3037,69654761,bad,bad,   0     *1    ,,,467
20002,334700,48,346109,20002,48,17.3037,1216556,bad,bad,   0     *1    ,,,468
20002,657399,86,668659,20002,86,33.4296,59072881,bad,bad,   0     *1    ,,,469
20002,657399,86,668659,20002,86,33.4296,53302993,bad,bad,   0.002 *0.998,,,470
20002,657399,86,668659,20002,86,33.4296,44526267,bad,bad,   0     *1    ,,,471
20002,657399,86,668659,20002,86,33.4296,75830645,bad,good,  *0.786  0.214,,,472
20002,657399,86,668659,20002,86,33.4296,19932324,bad,bad,   0     *1    ,,,473
20002,657399,86,668659,20002,86,33.4296,80361466,bad,bad,   0     *1    ,,,474
20002,657399,86,668659,20002,86,33.4296,1216556,bad,bad,   0     *1    ,,,475
20002,613395,85,625793,20002,85,31.2865,36025722,bad,bad,   0.009 *0.991,,,476
20002,613395,85,625793,20002,85,31.2865,53302993,bad,bad,   0.002 *0.998,,,477
20002,613395,85,625793,20002,85,31.2865,44526267,bad,bad,   0     *1    ,,,478
20002,613395,85,625793,20002,85,31.2865,8793453,bad,bad,   0     *1    ,,,479
20002,613395,85,625793,20002,85,31.2865,69654761,bad,bad,   0     *1    ,,,480
20002,613395,85,625793,20002,85,31.2865,19932324,bad,bad,   0     *1    ,,,481
20002,651398,86,662916,20002,86,33.1425,59072882,bad,bad,   0     *1    ,,,482
20002,651398,86,662916,20002,86,33.1425,26415434,good,good,  *0.697  0.303,,,483
20002,1630000,247,1640000,20002,247,82.1271,53302993,bad,bad,   0.002 *0.998,,,484
20002,1630000,247,1640000,20002,247,82.1271,32168839,bad,bad,   0.008 *0.992,,,485
20002,1630000,247,1640000,20002,247,82.1271,32168838,bad,bad,   0.008 *0.992,,,486
20002,1630000,247,1640000,20002,247,82.1271,29030070,bad,bad,   0.001 *0.999,,,487
20002,1630000,247,1640000,20002,247,82.1271,26415432,good,good,  *0.709  0.291,,,488
20002,1630000,247,1640000,20002,247,82.1271,81986705,bad,bad,   0     *1    ,,,489
20002,1630000,247,1640000,20002,247,82.1271,19932324,bad,bad,   0     *1    ,,,490
20002,1630000,247,1640000,20002,247,82.1271,75830647,good,good,  *0.791  0.209,,,491
20002,401373,48,411274,20002,48,20.5616,53302993,bad,bad,   0.002 *0.998,,,492
20002,401373,48,411274,20002,48,20.5616,32168838,bad,bad,   0.008 *0.992,,,493
20002,401373,48,411274,20002,48,20.5616,13323659,bad,bad,   0.001 *0.999,,,494
20002,401373,48,411274,20002,48,20.5616,81986705,bad,bad,   0     *1    ,,,495
20002,401373,48,411274,20002,48,20.5616,69654761,bad,bad,   0     *1    ,,,496
20002,401373,48,411274,20002,48,20.5616,1216556,bad,bad,   0     *1    ,,,497
20002,469380,48,477838,20002,48,23.8895,53302993,bad,bad,   0.002 *0.998,,,498
20002,469380,48,477838,20002,48,23.8895,32168839,bad,bad,   0.008 *0.992,,,499
20002,469380,48,477838,20002,48,23.8895,43373442,bad,bad,   0     *1    ,,,500
20002,424709,48,434320,20002,48,21.7139,90197667,bad,bad,   0     *1    ,,,501
20002,424709,48,434320,20002,48,21.7139,49834419,bad,bad,   0     *1    ,,,502
20002,424709,48,434320,20002,48,21.7139,26415434,good,good,  *0.697  0.303,,,503
20002,424709,48,434320,20002,48,21.7139,26415432,good,good,  *0.709  0.291,,,504
20002,424709,48,434320,20002,48,21.7139,45869640,good,good,  *0.932  0.068,,,505
20002,424709,48,434320,20002,48,21.7139,75830647,good,good,  *0.791  0.209,,,506
20002,618062,86,629186,20002,86,31.4561,5890862,bad,bad,   0     *1    ,,,507
20002,618062,86,629186,20002,86,31.4561,13323659,bad,bad,   0.001 *0.999,,,508
20002,618062,86,629186,20002,86,31.4561,29553942,bad,bad,   0     *1    ,,,509
20002,5.04E+11,102000000,5.04E+11,20002,102000000,25200000,59072882,bad,bad,   0     *1    ,,,510
20002,5.04E+11,102000000,5.04E+11,20002,102000000,25200000,8793453,bad,bad,   0     *1    ,,,511
20002,5.04E+11,102000000,5.04E+11,20002,102000000,25200000,5890862,bad,bad,   0     *1    ,,,512
20002,5.04E+11,102000000,5.04E+11,20002,102000000,25200000,45869640,good,good,  *0.932  0.068,,,513
20002,5.04E+11,102000000,5.04E+11,20002,102000000,25200000,29553942,bad,bad,   0     *1    ,,,514
20002,5.04E+11,102000000,5.04E+11,20002,102000000,25200000,80361467,bad,bad,   0     *1    ,,,515
20002,1410000,247,1420000,20002,247,71.1637,36025722,bad,bad,   0.009 *0.991,,,516
20002,1410000,247,1420000,20002,247,71.1637,53302993,bad,bad,   0.002 *0.998,,,517
20002,1410000,247,1420000,20002,247,71.1637,19932324,bad,bad,   0     *1    ,,,518
20002,1410000,247,1420000,20002,247,71.1637,80361467,bad,bad,   0     *1    ,,,519
20002,1410000,247,1420000,20002,247,71.1637,1216556,bad,bad,   0     *1    ,,,520
67200,4370000,1808,4380000,67200,397,65.1574,44526267,bad,bad,   0     *1    ,,,521
67200,4370000,1808,4380000,67200,397,65.1574,8793453,bad,bad,   0     *1    ,,,522
67200,4370000,1808,4380000,67200,397,65.1574,26415432,bad,bad,   0.004 *0.996,,,523
67200,4370000,1808,4380000,67200,397,65.1574,81986705,bad,bad,   0     *1    ,,,524
67200,4370000,1808,4380000,67200,397,65.1574,19932324,bad,bad,   0     *1    ,,,525
20002,380038,48,390365,20002,48,19.5163,8793453,bad,bad,   0     *1    ,,,526
20002,380038,48,390365,20002,48,19.5163,32168839,bad,bad,   0.008 *0.992,,,527
20002,380038,48,390365,20002,48,19.5163,29030070,bad,bad,   0.001 *0.999,,,528
20002,380038,48,390365,20002,48,19.5163,26415432,good,good,  *0.709  0.291,,,529
20002,380038,48,390365,20002,48,19.5163,75830645,good,good,  *0.786  0.214,,,530
20002,380038,48,390365,20002,48,19.5163,1216556,bad,bad,   0     *1    ,,,531
29333.3,36000,22,49285.5,40000,3,1.23214,8793453,bad,bad,   0     *1    ,,,532
29333.3,36000,22,49285.5,40000,3,1.23214,32168838,bad,bad,   0.008 *0.992,,,533
29333.3,36000,22,49285.5,40000,3,1.23214,75830645,good,good,  *0.786  0.214,,,534
29333.3,36000,22,49285.5,40000,3,1.23214,90197665,bad,bad,   0     *1    ,,,535
29333.3,36000,22,49285.5,40000,3,1.23214,1216556,bad,bad,   0     *1    ,,,536
20002,6.09E+11,104000000,6.09E+11,20002,103000000,30400000,59072882,bad,bad,   0     *1    ,,,537
20002,6.09E+11,104000000,6.09E+11,20002,103000000,30400000,53302993,bad,bad,   0.002 *0.998,,,538
20002,6.09E+11,104000000,6.09E+11,20002,103000000,30400000,26415434,bad,bad,   0     *1    ,,,539
