DiagonalNonZeros,AbsoluteTrace,OneNorm,Trace,Dimension,SymmetricInfinityNorm,DiagonalMean,solver,actualclass,predictedclass, predicted, error, probability distribution,inst#
12921.3,19721.9,3,32905.4,20402,3,1.61285,75830645,good,good,  *0.786  0.214,,,5274
12921.3,19721.9,3,32905.4,20402,3,1.61285,81986705,bad,bad,   0     *1    ,,,5275
20001,1640000,100,1650000,20001,100,82.7274,75830645,good,good,  *0.786  0.214,,,5276
20002,3.66E+11,101000000,3.66E+11,20002,101000000,18300000,44526267,bad,bad,   0     *1    ,,,5277
20002,3.66E+11,101000000,3.66E+11,20002,101000000,18300000,32168839,bad,bad,   0.008 *0.992,,,5278
20002,3.66E+11,101000000,3.66E+11,20002,101000000,18300000,26415432,bad,bad,   0     *1    ,,,5279
20002,3.66E+11,101000000,3.66E+11,20002,101000000,18300000,80361466,bad,bad,   0     *1    ,,,5280
20001,1620000,100,1630000,20001,100,81.5986,59072882,bad,bad,   0     *1    ,,,5281
20001,1620000,100,1630000,20001,100,81.5986,32168839,bad,bad,   0.008 *0.992,,,5282
20001,1620000,100,1630000,20001,100,81.5986,43373442,bad,bad,   0     *1    ,,,5283
20001,1620000,100,1630000,20001,100,81.5986,75830645,good,good,  *0.786  0.214,,,5284
20001,1620000,100,1630000,20001,100,81.5986,29553942,bad,bad,   0     *1    ,,,5285
20001,1620000,100,1630000,20001,100,81.5986,19932324,bad,bad,   0     *1    ,,,5286
20001,1620000,100,1630000,20001,100,81.5986,80361467,bad,bad,   0     *1    ,,,5287
20001,1620000,100,1630000,20001,100,81.5986,1216556,bad,bad,   0     *1    ,,,5288
15641.5,26522.6,3,35983.7,20402,3,1.76373,59072882,bad,bad,   0     *1    ,,,5289
15641.5,26522.6,3,35983.7,20402,3,1.76373,32168839,bad,bad,   0.008 *0.992,,,5290
15641.5,26522.6,3,35983.7,20402,3,1.76373,5890862,bad,bad,   0     *1    ,,,5291
15641.5,26522.6,3,35983.7,20402,3,1.76373,29030070,bad,bad,   0.001 *0.999,,,5292
15641.5,26522.6,3,35983.7,20402,3,1.76373,45869640,bad,bad,   0.01  *0.99 ,,,5293
15641.5,26522.6,3,35983.7,20402,3,1.76373,75830645,bad,good,  *0.786  0.214,,,5294
15641.5,26522.6,3,35983.7,20402,3,1.76373,29553942,bad,bad,   0     *1    ,,,5295
15641.5,26522.6,3,35983.7,20402,3,1.76373,80361466,bad,bad,   0     *1    ,,,5296
21714,3470000,502,3470000,21714,416,159.985,32168839,bad,bad,   0.008 *0.992,,,5297
21714,3470000,502,3470000,21714,416,159.985,29030070,bad,bad,   0.001 *0.999,,,5298
21714,3470000,502,3470000,21714,416,159.985,45869640,bad,bad,   0.01  *0.99 ,,,5299
21714,3470000,502,3470000,21714,416,159.985,80361467,bad,bad,   0     *1    ,,,5300
21714,3470000,502,3470000,21714,416,159.985,75830647,bad,good,  *0.791  0.209,,,5301
21348,2550000,559,2550000,21348,416,119.586,59072881,bad,bad,   0     *1    ,,,5302
21348,2550000,559,2550000,21348,416,119.586,36025722,bad,bad,   0.009 *0.991,,,5303
21348,2550000,559,2550000,21348,416,119.586,44526267,bad,bad,   0     *1    ,,,5304
21348,2550000,559,2550000,21348,416,119.586,5890862,bad,bad,   0     *1    ,,,5305
21348,2550000,559,2550000,21348,416,119.586,81986705,bad,bad,   0     *1    ,,,5306
21348,2550000,559,2550000,21348,416,119.586,29553942,bad,bad,   0     *1    ,,,5307
21348,2550000,559,2550000,21348,416,119.586,69654761,bad,bad,   0     *1    ,,,5308
21348,2550000,559,2550000,21348,416,119.586,90197665,bad,bad,   0     *1    ,,,5309
21348,2550000,559,2550000,21348,416,119.586,75830647,good,good,  *0.791  0.209,,,5310
20002,572057,85,583729,20002,85,29.1835,59072882,bad,bad,   0     *1    ,,,5311
20002,572057,85,583729,20002,85,29.1835,53302993,bad,bad,   0.002 *0.998,,,5312
20002,572057,85,583729,20002,85,29.1835,29030070,bad,bad,   0.001 *0.999,,,5313
20002,572057,85,583729,20002,85,29.1835,29553942,bad,bad,   0     *1    ,,,5314
20002,572057,85,583729,20002,85,29.1835,1216556,bad,bad,   0     *1    ,,,5315
20164,73262.5,9,83128.8,20164,8,4.12263,90197667,bad,bad,   0     *1    ,,,5316
20164,73262.5,9,83128.8,20164,8,4.12263,32168839,bad,bad,   0.008 *0.992,,,5317
20164,73262.5,9,83128.8,20164,8,4.12263,32168838,bad,bad,   0.008 *0.992,,,5318
20164,73262.5,9,83128.8,20164,8,4.12263,43373442,bad,bad,   0     *1    ,,,5319
20164,73262.5,9,83128.8,20164,8,4.12263,45869640,bad,bad,   0.01  *0.99 ,,,5320
20164,73262.5,9,83128.8,20164,8,4.12263,75830645,good,good,  *0.786  0.214,,,5321
20164,73262.5,9,83128.8,20164,8,4.12263,69654761,bad,bad,   0     *1    ,,,5322
20164,73262.5,9,83128.8,20164,8,4.12263,32874609,bad,bad,   0     *1    ,,,5323
20164,73262.5,9,83128.8,20164,8,4.12263,80361466,bad,bad,   0     *1    ,,,5324
20164,73262.5,9,83128.8,20164,8,4.12263,80361467,bad,bad,   0     *1    ,,,5325
20002,1530000,248,1540000,20002,248,76.8487,45869640,good,good,  *0.932  0.068,,,5326
20002,380038,50,390633,20002,50,19.5297,26415432,good,good,  *0.709  0.291,,,5327
20002,1740000,247,1750000,20002,247,87.3498,90197667,bad,bad,   0     *1    ,,,5328
20002,1740000,247,1750000,20002,247,87.3498,44526267,bad,bad,   0     *1    ,,,5329
20002,1740000,247,1750000,20002,247,87.3498,32168839,bad,bad,   0.008 *0.992,,,5330
20002,1740000,247,1750000,20002,247,87.3498,5890862,bad,bad,   0     *1    ,,,5331
20002,1740000,247,1750000,20002,247,87.3498,26415432,good,good,  *0.709  0.291,,,5332
20002,1740000,247,1750000,20002,247,87.3498,69654761,bad,bad,   0     *1    ,,,5333
20002,1740000,247,1750000,20002,247,87.3498,1216556,bad,bad,   0     *1    ,,,5334
10001,547388,103,552414,20002,105,27.618,32168838,bad,bad,   0.008 *0.992,,,5335
10001,547388,103,552414,20002,105,27.618,26415434,bad,bad,   0     *1    ,,,5336
10001,547388,103,552414,20002,105,27.618,45869640,good,good,  *0.932  0.068,,,5337
10001,547388,103,552414,20002,105,27.618,90197665,bad,bad,   0     *1    ,,,5338
10001,547388,103,552414,20002,105,27.618,19932324,bad,bad,   0     *1    ,,,5339
20002,379371,49,389251,20002,49,19.4606,26415434,good,good,  *0.697  0.303,,,5340
20002,379371,49,389251,20002,49,19.4606,45869640,good,good,  *0.932  0.068,,,5341
20002,379371,49,389251,20002,49,19.4606,75830645,good,good,  *0.786  0.214,,,5342
20002,379371,49,389251,20002,49,19.4606,19932324,bad,bad,   0     *1    ,,,5343
20002,379371,49,389251,20002,49,19.4606,1216556,bad,bad,   0     *1    ,,,5344
20002,470714,48,479125,20002,48,23.9538,90197667,bad,bad,   0     *1    ,,,5345
20002,470714,48,479125,20002,48,23.9538,53302993,bad,bad,   0.002 *0.998,,,5346
20002,470714,48,479125,20002,48,23.9538,26415432,good,good,  *0.709  0.291,,,5347
20002,470714,48,479125,20002,48,23.9538,19932324,bad,bad,   0     *1    ,,,5348
20001,1640000,100,1650000,20001,100,82.7282,75830645,good,good,  *0.786  0.214,,,5349
20001,1640000,100,1650000,20001,100,82.7282,90197665,bad,bad,   0     *1    ,,,5350
20001,1640000,100,1650000,20001,100,82.7282,80361467,bad,bad,   0     *1    ,,,5351
20001,1640000,100,1650000,20001,100,82.7282,1216556,bad,bad,   0     *1    ,,,5352
29922.9,371316,129,398985,40804,90,9.77808,29030070,bad,bad,   0.001 *0.999,,,5353
29922.9,371316,129,398985,40804,90,9.77808,29553942,bad,bad,   0     *1    ,,,5354
29922.9,371316,129,398985,40804,90,9.77808,90197665,bad,bad,   0     *1    ,,,5355
29922.9,371316,129,398985,40804,90,9.77808,80361466,bad,bad,   0     *1    ,,,5356
29922.9,371316,129,398985,40804,90,9.77808,75830647,good,good,  *0.791  0.209,,,5357
25555.2,48270.9,3,59382.9,42592,3,1.39423,90197667,bad,bad,   0     *1    ,,,5358
25555.2,48270.9,3,59382.9,42592,3,1.39423,44526267,bad,bad,   0     *1    ,,,5359
25555.2,48270.9,3,59382.9,42592,3,1.39423,26415434,bad,bad,   0     *1    ,,,5360
25555.2,48270.9,3,59382.9,42592,3,1.39423,29553942,bad,bad,   0     *1    ,,,5361
25555.2,48270.9,3,59382.9,42592,3,1.39423,80361466,bad,bad,   0     *1    ,,,5362
25555.2,48270.9,3,59382.9,42592,3,1.39423,80361467,bad,bad,   0     *1    ,,,5363
20001,1620000,100,1630000,20001,100,81.5865,36025722,bad,bad,   0.009 *0.991,,,5364
20001,1620000,100,1630000,20001,100,81.5865,32168839,bad,bad,   0.008 *0.992,,,5365
20001,1620000,100,1630000,20001,100,81.5865,32168838,bad,bad,   0.008 *0.992,,,5366
20001,1620000,100,1630000,20001,100,81.5865,26415432,bad,bad,   0.003 *0.997,,,5367
20001,1620000,100,1630000,20001,100,81.5865,81986705,bad,bad,   0     *1    ,,,5368
20001,1620000,100,1630000,20001,100,81.5865,80361466,bad,bad,   0     *1    ,,,5369
20164,74606.8,9,84278.4,20164,8,4.17965,90197667,bad,bad,   0     *1    ,,,5370
20164,74606.8,9,84278.4,20164,8,4.17965,53302993,bad,bad,   0.002 *0.998,,,5371
20164,74606.8,9,84278.4,20164,8,4.17965,5890862,bad,bad,   0     *1    ,,,5372
20164,74606.8,9,84278.4,20164,8,4.17965,13323659,bad,bad,   0.001 *0.999,,,5373
20164,74606.8,9,84278.4,20164,8,4.17965,75830645,good,good,  *0.786  0.214,,,5374
20164,74606.8,9,84278.4,20164,8,4.17965,29553942,bad,bad,   0     *1    ,,,5375
20164,74606.8,9,84278.4,20164,8,4.17965,80361466,bad,bad,   0     *1    ,,,5376
20002,735407,86,747869,20002,86,37.3897,59072882,bad,bad,   0     *1    ,,,5377
20002,735407,86,747869,20002,86,37.3897,36025722,bad,bad,   0.009 *0.991,,,5378
20002,735407,86,747869,20002,86,37.3897,53302993,bad,bad,   0.002 *0.998,,,5379
20002,735407,86,747869,20002,86,37.3897,32168839,bad,bad,   0.008 *0.992,,,5380
20002,735407,86,747869,20002,86,37.3897,45869640,bad,good,  *0.932  0.068,,,5381
20002,735407,86,747869,20002,86,37.3897,81986705,bad,bad,   0     *1    ,,,5382
20002,1630000,247,1640000,20002,247,82.1118,45869640,good,good,  *0.932  0.068,,,5383
20002,1520000,247,1540000,20002,247,76.7973,13323659,bad,bad,   0.001 *0.999,,,5384
20001,1640000,100,1650000,20001,100,82.7362,49834419,bad,bad,   0     *1    ,,,5385
20001,1640000,100,1650000,20001,100,82.7362,5890862,bad,bad,   0     *1    ,,,5386
643204,470000000,1388,470000000,643204,1169,731.366,53302993,bad,bad,   0.002 *0.998,,,5387
643204,470000000,1388,470000000,643204,1169,731.366,26415432,bad,bad,   0.004 *0.996,,,5388
643204,470000000,1388,470000000,643204,1169,731.366,13323659,bad,bad,   0.001 *0.999,,,5389
643204,470000000,1388,470000000,643204,1169,731.366,75830647,good,good,  *0.791  0.209,,,5390
20002,775411,86,788298,20002,86,39.411,75830647,good,good,  *0.791  0.209,,,5391
20002,1520000,247,1530000,20002,247,76.6099,26415434,good,good,  *0.697  0.303,,,5392
21970,4190000,558,4190000,21970,463,190.609,59072882,bad,bad,   0     *1    ,,,5393
21970,4190000,558,4190000,21970,463,190.609,44526267,bad,bad,   0     *1    ,,,5394
21970,4190000,558,4190000,21970,463,190.609,45869640,bad,bad,   0.01  *0.99 ,,,5395
21970,4190000,558,4190000,21970,463,190.609,75830645,good,good,  *0.786  0.214,,,5396
21970,4190000,558,4190000,21970,463,190.609,81986705,bad,bad,   0     *1    ,,,5397
21970,4190000,558,4190000,21970,463,190.609,75830647,good,good,  *0.791  0.209,,,5398
20164,73262.5,9,83477.9,20164,8,4.13995,90197667,bad,bad,   0     *1    ,,,5399
20164,73262.5,9,83477.9,20164,8,4.13995,36025722,bad,bad,   0.009 *0.991,,,5400
20164,73262.5,9,83477.9,20164,8,4.13995,32168838,bad,bad,   0.008 *0.992,,,5401
20164,73262.5,9,83477.9,20164,8,4.13995,43373442,bad,bad,   0     *1    ,,,5402
20164,73262.5,9,83477.9,20164,8,4.13995,29030070,bad,bad,   0.001 *0.999,,,5403
20164,73262.5,9,83477.9,20164,8,4.13995,26415432,bad,bad,   0.004 *0.996,,,5404
20164,73262.5,9,83477.9,20164,8,4.13995,13323659,bad,bad,   0.001 *0.999,,,5405
20164,73262.5,9,83477.9,20164,8,4.13995,81986705,bad,bad,   0     *1    ,,,5406
20164,73262.5,9,83477.9,20164,8,4.13995,80361466,bad,bad,   0     *1    ,,,5407
20164,73262.5,9,83477.9,20164,8,4.13995,75830647,good,good,  *0.791  0.209,,,5408
21552,3020000,558,3030000,21552,416,140.42,53302993,bad,bad,   0.002 *0.998,,,5409
21552,3020000,558,3030000,21552,416,140.42,44526267,bad,bad,   0     *1    ,,,5410
21552,3020000,558,3030000,21552,416,140.42,5890862,bad,bad,   0     *1    ,,,5411
21552,3020000,558,3030000,21552,416,140.42,69654761,bad,bad,   0     *1    ,,,5412
21552,3020000,558,3030000,21552,416,140.42,19932324,bad,bad,   0     *1    ,,,5413
20002,366933,49,376994,20002,49,18.8478,59072881,bad,bad,   0     *1    ,,,5414
20002,366933,49,376994,20002,49,18.8478,8793453,bad,bad,   0     *1    ,,,5415
20002,366933,49,376994,20002,49,18.8478,29030070,bad,bad,   0.001 *0.999,,,5416
20002,366933,49,376994,20002,49,18.8478,26415434,good,good,  *0.697  0.303,,,5417
20002,366933,49,376994,20002,49,18.8478,45869640,good,good,  *0.932  0.068,,,5418
20002,366933,49,376994,20002,49,18.8478,81986705,bad,bad,   0     *1    ,,,5419
20164,1880000,399,1890000,20164,299,93.8705,59072882,bad,bad,   0     *1    ,,,5420
20164,1880000,399,1890000,20164,299,93.8705,59072881,bad,bad,   0     *1    ,,,5421
20164,1880000,399,1890000,20164,299,93.8705,8793453,bad,bad,   0     *1    ,,,5422
20164,1880000,399,1890000,20164,299,93.8705,26415432,bad,bad,   0.004 *0.996,,,5423
20164,1880000,399,1890000,20164,299,93.8705,29553942,bad,bad,   0     *1    ,,,5424
20164,1880000,399,1890000,20164,299,93.8705,69654761,bad,bad,   0     *1    ,,,5425
20164,1880000,399,1890000,20164,299,93.8705,80361467,bad,bad,   0     *1    ,,,5426
20164,1880000,399,1890000,20164,299,93.8705,75830647,good,good,  *0.791  0.209,,,5427
27905.1,48466.8,3,61422.2,42592,3,1.44211,59072881,bad,bad,   0     *1    ,,,5428
27905.1,48466.8,3,61422.2,42592,3,1.44211,32168838,bad,bad,   0.008 *0.992,,,5429
27905.1,48466.8,3,61422.2,42592,3,1.44211,90197665,bad,bad,   0     *1    ,,,5430
27905.1,48466.8,3,61422.2,42592,3,1.44211,19932324,bad,bad,   0     *1    ,,,5431
20002,4.53E+11,104000000,4.53E+11,20002,104000000,22600000,75830647,bad,good,  *0.791  0.209,,,5432
10001,547388,103,552140,20002,105,27.6043,36025722,bad,bad,   0.009 *0.991,,,5433
10001,547388,103,552140,20002,105,27.6043,5890862,bad,bad,   0     *1    ,,,5434
10001,547388,103,552140,20002,105,27.6043,26415432,bad,bad,   0.003 *0.997,,,5435
10001,547388,103,552140,20002,105,27.6043,80361466,bad,bad,   0     *1    ,,,5436
10001,547388,103,552140,20002,105,27.6043,80361467,bad,bad,   0     *1    ,,,5437
10001,547388,103,552140,20002,105,27.6043,1216556,bad,bad,   0     *1    ,,,5438
10001,547388,103,552140,20002,105,27.6043,75830647,good,good,  *0.791  0.209,,,5439
10001,505384,114,512582,20002,116,25.6265,59072882,bad,bad,   0     *1    ,,,5440
10001,505384,114,512582,20002,116,25.6265,32168838,bad,bad,   0.008 *0.992,,,5441
10001,505384,114,512582,20002,116,25.6265,5890862,bad,bad,   0     *1    ,,,5442
10001,505384,114,512582,20002,116,25.6265,45869640,good,good,  *0.932  0.068,,,5443
10001,505384,114,512582,20002,116,25.6265,81986705,bad,bad,   0     *1    ,,,5444
10001,505384,114,512582,20002,116,25.6265,80361466,bad,bad,   0     *1    ,,,5445
10001,505384,114,512582,20002,116,25.6265,75830647,good,good,  *0.791  0.209,,,5446
20002,470714,48,479124,20002,48,23.9538,53302993,bad,bad,   0.002 *0.998,,,5447
20002,470714,48,479124,20002,48,23.9538,49834419,bad,bad,   0     *1    ,,,5448
20002,470714,48,479124,20002,48,23.9538,43373442,bad,bad,   0     *1    ,,,5449
20002,470714,48,479124,20002,48,23.9538,5890862,bad,bad,   0     *1    ,,,5450
20002,470714,48,479124,20002,48,23.9538,90197665,bad,bad,   0     *1    ,,,5451
20002,650732,85,663231,20002,85,33.1583,32168838,bad,bad,   0.008 *0.992,,,5452
20002,650732,85,663231,20002,85,33.1583,45869640,bad,good,  *0.932  0.068,,,5453
20002,494716,48,501998,20002,48,25.0974,59072882,bad,bad,   0     *1    ,,,5454
20002,696736,86,709003,20002,86,35.4466,90197667,bad,bad,   0     *1    ,,,5455
20002,696736,86,709003,20002,86,35.4466,44526267,bad,bad,   0     *1    ,,,5456
20002,696736,86,709003,20002,86,35.4466,32168839,bad,bad,   0.008 *0.992,,,5457
20002,696736,86,709003,20002,86,35.4466,49834419,bad,bad,   0     *1    ,,,5458
20002,696736,86,709003,20002,86,35.4466,29553942,bad,bad,   0     *1    ,,,5459
20002,696736,86,709003,20002,86,35.4466,69654761,bad,bad,   0     *1    ,,,5460
20002,696736,86,709003,20002,86,35.4466,32874609,bad,bad,   0     *1    ,,,5461
20002,424709,49,434122,20002,49,21.7039,26415432,bad,good,  *0.709  0.291,,,5462
67200,3520000,1808,3530000,67200,397,52.4931,90197667,bad,bad,   0     *1    ,,,5463
67200,3520000,1808,3530000,67200,397,52.4931,36025722,bad,bad,   0.009 *0.991,,,5464
67200,3520000,1808,3530000,67200,397,52.4931,53302993,bad,bad,   0.002 *0.998,,,5465
67200,3520000,1808,3530000,67200,397,52.4931,43373442,bad,bad,   0     *1    ,,,5466
67200,3520000,1808,3530000,67200,397,52.4931,26415432,bad,bad,   0.004 *0.996,,,5467
20002,1740000,248,1750000,20002,248,87.5683,59072881,bad,bad,   0     *1    ,,,5468
20002,1740000,248,1750000,20002,248,87.5683,49834419,bad,bad,   0     *1    ,,,5469
20002,1740000,248,1750000,20002,248,87.5683,43373442,bad,bad,   0     *1    ,,,5470
20002,1740000,248,1750000,20002,248,87.5683,69654761,bad,bad,   0     *1    ,,,5471
20002,1740000,248,1750000,20002,248,87.5683,90197665,bad,bad,   0     *1    ,,,5472
20002,1740000,248,1750000,20002,248,87.5683,80361467,bad,bad,   0     *1    ,,,5473
20002,532720,85,544065,20002,85,27.2005,32874609,bad,bad,   0     *1    ,,,5474
38666.7,161333,43,178405,40000,15,4.46014,36025722,bad,bad,   0.009 *0.991,,,5475
38666.7,161333,43,178405,40000,15,4.46014,44526267,bad,bad,   0     *1    ,,,5476
38666.7,161333,43,178405,40000,15,4.46014,32168838,bad,bad,   0.008 *0.992,,,5477
38666.7,161333,43,178405,40000,15,4.46014,26415434,bad,bad,   0     *1    ,,,5478
38666.7,161333,43,178405,40000,15,4.46014,26415432,bad,bad,   0.004 *0.996,,,5479
38666.7,161333,43,178405,40000,15,4.46014,90197665,bad,bad,   0     *1    ,,,5480
38666.7,161333,43,178405,40000,15,4.46014,80361466,bad,bad,   0     *1    ,,,5481
38666.7,161333,43,178405,40000,15,4.46014,80361467,bad,bad,   0     *1    ,,,5482
38666.7,161333,43,178405,40000,15,4.46014,1216556,bad,bad,   0     *1    ,,,5483
38666.7,161333,43,178405,40000,15,4.46014,75830647,good,good,  *0.791  0.209,,,5484
20002,425376,51,435184,20002,51,21.757,90197667,bad,bad,   0     *1    ,,,5485
20002,425376,51,435184,20002,51,21.757,59072881,bad,bad,   0     *1    ,,,5486
20002,425376,51,435184,20002,51,21.757,8793453,bad,bad,   0     *1    ,,,5487
20002,425376,51,435184,20002,51,21.757,26415434,good,good,  *0.697  0.303,,,5488
40000,1080000,8989,1100000,40000,1838,27.5432,36025722,bad,bad,   0.009 *0.991,,,5489
40000,1080000,8989,1100000,40000,1838,27.5432,32168838,bad,bad,   0.008 *0.992,,,5490
40000,1080000,8989,1100000,40000,1838,27.5432,80361466,bad,bad,   0     *1    ,,,5491
20002,424709,48,433889,20002,48,21.6923,26415432,bad,good,  *0.709  0.291,,,5492
20002,424709,48,433889,20002,48,21.6923,45869640,bad,good,  *0.932  0.068,,,5493
40804,518211,64,540889,40804,43,13.2558,32168838,bad,bad,   0.008 *0.992,,,5494
40804,518211,64,540889,40804,43,13.2558,26415434,bad,bad,   0     *1    ,,,5495
40804,518211,64,540889,40804,43,13.2558,81986705,bad,bad,   0     *1    ,,,5496
40804,518211,64,540889,40804,43,13.2558,29553942,bad,bad,   0     *1    ,,,5497
40804,518211,64,540889,40804,43,13.2558,80361467,bad,bad,   0     *1    ,,,5498
40804,518211,64,540889,40804,43,13.2558,85490470,bad,bad,   0     *1    ,,,5499
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,32168838,bad,bad,   0.008 *0.992,,,5500
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,49834419,bad,bad,   0     *1    ,,,5501
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,5890862,bad,bad,   0     *1    ,,,5502
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,29030070,bad,bad,   0.009 *0.991,,,5503
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,45869640,good,good,  *0.932  0.068,,,5504
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,75830645,good,good,  *0.786  0.214,,,5505
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,81986705,bad,bad,   0     *1    ,,,5506
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,80361466,bad,bad,   0     *1    ,,,5507
20002,5.28E+11,104000000,5.28E+11,20002,104000000,26400000,1216556,bad,bad,   0     *1    ,,,5508
20002,610061,86,622571,20002,86,31.1254,32168839,bad,bad,   0.008 *0.992,,,5509
20002,610061,86,622571,20002,86,31.1254,29030070,bad,bad,   0.001 *0.999,,,5510
20002,610061,86,622571,20002,86,31.1254,75830645,good,good,  *0.786  0.214,,,5511
20002,610061,86,622571,20002,86,31.1254,81986705,bad,bad,   0     *1    ,,,5512
20002,610061,86,622571,20002,86,31.1254,69654761,bad,bad,   0     *1    ,,,5513
20002,610061,86,622571,20002,86,31.1254,19932324,bad,bad,   0     *1    ,,,5514
20002,610061,86,622571,20002,86,31.1254,1216556,bad,bad,   0     *1    ,,,5515
20002,610061,86,622571,20002,86,31.1254,75830647,good,good,  *0.791  0.209,,,5516
20164,72590.4,9,82767.1,20164,8,4.1047,44526267,bad,bad,   0     *1    ,,,5517
20164,72590.4,9,82767.1,20164,8,4.1047,32168839,bad,bad,   0.008 *0.992,,,5518
20164,72590.4,9,82767.1,20164,8,4.1047,32168838,bad,bad,   0.008 *0.992,,,5519
20164,72590.4,9,82767.1,20164,8,4.1047,43373442,bad,bad,   0     *1    ,,,5520
20164,72590.4,9,82767.1,20164,8,4.1047,81986705,bad,bad,   0     *1    ,,,5521
20164,72590.4,9,82767.1,20164,8,4.1047,69654761,bad,bad,   0     *1    ,,,5522
20164,72590.4,9,82767.1,20164,8,4.1047,90197665,bad,bad,   0     *1    ,,,5523
20002,735407,86,747870,20002,86,37.3897,59072882,bad,bad,   0     *1    ,,,5524
20002,735407,86,747870,20002,86,37.3897,8793453,bad,bad,   0     *1    ,,,5525
20002,735407,86,747870,20002,86,37.3897,49834419,bad,bad,   0     *1    ,,,5526
20002,617395,86,628153,20002,86,31.4045,45869640,bad,good,  *0.932  0.068,,,5527
20002,1630000,248,1640000,20002,248,82.2158,90197667,bad,bad,   0     *1    ,,,5528
20002,1630000,248,1640000,20002,248,82.2158,59072881,bad,bad,   0     *1    ,,,5529
20002,1630000,248,1640000,20002,248,82.2158,36025722,bad,bad,   0.009 *0.991,,,5530
20002,1630000,248,1640000,20002,248,82.2158,8793453,bad,bad,   0     *1    ,,,5531
20002,1630000,248,1640000,20002,248,82.2158,26415434,bad,good,  *0.697  0.303,,,5532
20002,1630000,248,1640000,20002,248,82.2158,26415432,bad,good,  *0.709  0.291,,,5533
20002,1630000,248,1640000,20002,248,82.2158,69654761,bad,bad,   0     *1    ,,,5534
20002,1630000,248,1640000,20002,248,82.2158,75830647,good,good,  *0.791  0.209,,,5535
20164,70574,9,81017.7,20164,8,4.01794,59072881,bad,bad,   0     *1    ,,,5536
20164,70574,9,81017.7,20164,8,4.01794,8793453,bad,bad,   0     *1    ,,,5537
20164,70574,9,81017.7,20164,8,4.01794,32168839,bad,bad,   0.008 *0.992,,,5538
20164,70574,9,81017.7,20164,8,4.01794,49834419,bad,bad,   0     *1    ,,,5539
20164,70574,9,81017.7,20164,8,4.01794,13323659,bad,bad,   0.001 *0.999,,,5540
20164,70574,9,81017.7,20164,8,4.01794,81986705,bad,bad,   0     *1    ,,,5541
20164,70574,9,81017.7,20164,8,4.01794,32874609,bad,bad,   0     *1    ,,,5542
20164,70574,9,81017.7,20164,8,4.01794,1216556,bad,bad,   0     *1    ,,,5543
20164,73262.5,9,83254.1,20164,8,4.12885,75830645,bad,good,  *0.786  0.214,,,5544
20002,1420000,247,1430000,20002,247,71.3464,75830645,bad,good,  *0.786  0.214,,,5545
45904.5,275427,18,297267,51005,18,5.8282,90197667,bad,bad,   0     *1    ,,,5546
45904.5,275427,18,297267,51005,18,5.8282,59072882,bad,bad,   0     *1    ,,,5547
45904.5,275427,18,297267,51005,18,5.8282,59072881,bad,bad,   0     *1    ,,,5548
45904.5,275427,18,297267,51005,18,5.8282,36025722,bad,bad,   0.009 *0.991,,,5549
45904.5,275427,18,297267,51005,18,5.8282,49834419,bad,bad,   0     *1    ,,,5550
45904.5,275427,18,297267,51005,18,5.8282,13323659,bad,bad,   0.001 *0.999,,,5551
45904.5,275427,18,297267,51005,18,5.8282,75830645,good,good,  *0.786  0.214,,,5552
45904.5,275427,18,297267,51005,18,5.8282,69654761,bad,bad,   0     *1    ,,,5553
45904.5,275427,18,297267,51005,18,5.8282,90197665,bad,bad,   0     *1    ,,,5554
45904.5,275427,18,297267,51005,18,5.8282,80361466,bad,bad,   0     *1    ,,,5555
20002,2060000,248,2070000,20002,248,103.672,32874609,bad,bad,   0     *1    ,,,5556
20002,2060000,248,2070000,20002,248,103.672,75830647,bad,good,  *0.791  0.209,,,5557
29333.3,33333.3,4,46319.4,40000,2,1.15799,90197665,bad,bad,   0     *1    ,,,5558
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20200000,49834419,bad,bad,   0     *1    ,,,5559
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20200000,43373442,bad,bad,   0     *1    ,,,5560
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20200000,13323659,bad,bad,   0.001 *0.999,,,5561
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20200000,81986705,bad,bad,   0     *1    ,,,5562
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20200000,29553942,bad,bad,   0     *1    ,,,5563
20002,4.03E+11,102000000,4.03E+11,20002,102000000,20200000,1216556,bad,bad,   0     *1    ,,,5564
20002,1520000,247,1540000,20002,247,76.8134,90197667,bad,bad,   0     *1    ,,,5565
20002,1520000,247,1540000,20002,247,76.8134,59072881,bad,bad,   0     *1    ,,,5566
20002,1520000,247,1540000,20002,247,76.8134,53302993,bad,bad,   0.002 *0.998,,,5567
20002,1520000,247,1540000,20002,247,76.8134,26415432,good,good,  *0.709  0.291,,,5568
